filename,width,height,class,xmin,ymin,xmax,ymax
DaunKapuk (206).jpg,4032,2268,Daun Kapuk,2407,1304,2721,1628
DaunKapuk (206).jpg,4032,2268,Daun Kapuk,1793,1731,2117,2031
DaunKapuk (206).jpg,4032,2268,Daun Kapuk,1107,1162,1510,1569
DaunKapuk (207).jpg,4032,2268,Daun Kapuk,845,924,1683,1597
DaunKapuk (207).jpg,4032,2268,Daun Kapuk,1652,1431,2328,2112
DaunKapuk (207).jpg,4032,2268,Daun Kapuk,2224,1066,2876,1666
DaunKapuk (207).jpg,4032,2268,Daun Kapuk,1600,276,2372,1073
DaunKapuk (208).jpg,4032,2268,Daun Kapuk,1559,528,2165,1142
DaunKapuk (208).jpg,4032,2268,Daun Kapuk,2262,1293,2814,1821
DaunKapuk (208).jpg,4032,2268,Daun Kapuk,1579,1624,2207,2208
DaunKapuk (208).jpg,4032,2268,Daun Kapuk,838,1093,1628,1828
DaunKapuk (209).jpg,4032,2268,Daun Kapuk,1641,1442,2234,2067
DaunKapuk (209).jpg,4032,2268,Daun Kapuk,2210,1083,2886,1724
DaunKapuk (209).jpg,4032,2268,Daun Kapuk,1534,311,2352,1093
DaunKapuk (209).jpg,4032,2268,Daun Kapuk,1003,1042,1676,1645
DaunKapuk (21).jpg,4032,3024,Daun Kapuk,1358,1366,2902,2862
DaunKapuk (21).jpg,4032,3024,Daun Kapuk,1666,242,2658,1178
DaunKapuk (210).jpg,4032,2268,Daun Kapuk,1745,1476,2131,1962
DaunKapuk (210).jpg,4032,2268,Daun Kapuk,1007,1028,1628,1586
DaunKapuk (210).jpg,4032,2268,Daun Kapuk,1652,445,2228,1042
DaunKapuk (210).jpg,4032,2268,Daun Kapuk,2265,1169,2814,1607
DaunKapuk (211).jpg,4032,2268,Daun Kapuk,1355,886,1965,1455
DaunKapuk (211).jpg,4032,2268,Daun Kapuk,2210,262,2655,721
DaunKapuk (211).jpg,4032,2268,Daun Kapuk,2524,1028,2997,1400
DaunKapuk (211).jpg,4032,2268,Daun Kapuk,2114,1621,2641,2070
DaunKapuk (212).jpg,4032,2268,Daun Kapuk,1497,993,1969,1397
DaunKapuk (212).jpg,4032,2268,Daun Kapuk,2365,397,2662,711
DaunKapuk (212).jpg,4032,2268,Daun Kapuk,2507,1007,3076,1438
DaunKapuk (212).jpg,4032,2268,Daun Kapuk,2162,1635,2745,2098
DaunKapuk (213).jpg,4032,2268,Daun Kapuk,793,1138,1497,1814
DaunKapuk (213).jpg,4032,2268,Daun Kapuk,1579,1411,2241,2000
DaunKapuk (213).jpg,4032,2268,Daun Kapuk,2459,1211,3148,1811
DaunKapuk (213).jpg,4032,2268,Daun Kapuk,1517,149,2452,1055
DaunKapuk (214).jpg,4032,2268,Daun Kapuk,1572,135,2524,1035
DaunKapuk (214).jpg,4032,2268,Daun Kapuk,2490,1155,3310,1849
DaunKapuk (214).jpg,4032,2268,Daun Kapuk,1662,1342,2386,2098
DaunKapuk (214).jpg,4032,2268,Daun Kapuk,831,1011,1655,1859
DaunKapuk (215).jpg,4032,2268,Daun Kapuk,1793,1649,2145,1993
DaunKapuk (215).jpg,4032,2268,Daun Kapuk,1848,542,2303,959
DaunKapuk (215).jpg,4032,2268,Daun Kapuk,2631,1435,3065,1814
DaunKapuk (215).jpg,4032,2268,Daun Kapuk,1086,1286,1545,1724
DaunKapuk (216).jpg,4032,2268,Daun Kapuk,1576,1449,2272,2146
DaunKapuk (216).jpg,4032,2268,Daun Kapuk,2383,1193,3176,1893
DaunKapuk (216).jpg,4032,2268,Daun Kapuk,1500,207,2407,1055
DaunKapuk (216).jpg,4032,2268,Daun Kapuk,741,1080,1565,1842
DaunKapuk (217).jpg,4032,2268,Daun Kapuk,1552,855,2052,1414
DaunKapuk (217).jpg,4032,2268,Daun Kapuk,2410,993,2859,1338
DaunKapuk (217).jpg,4032,2268,Daun Kapuk,2238,280,2683,769
DaunKapuk (217).jpg,4032,2268,Daun Kapuk,2152,1424,2665,1997
DaunKapuk (218).jpg,4032,2268,Daun Kapuk,14,28,3918,2268
DaunKapuk (219).jpg,4032,2268,Daun Kapuk,1559,342,3176,1997
DaunKapuk (22).jpg,4032,3024,Daun Kapuk,566,346,3614,1382
DaunKapuk (22).jpg,4032,3024,Daun Kapuk,354,1566,3866,2746
DaunKapuk (220).jpg,4032,2268,Daun Kapuk,1793,386,2962,1690
DaunKapuk (221).jpg,4032,2268,Daun Kapuk,324,28,4028,2268
DaunKapuk (222).jpg,4032,2268,Daun Kapuk,1414,352,3290,1924
DaunKapuk (223).jpg,4032,2268,Daun Kapuk,1162,21,4032,2250
DaunKapuk (224).jpg,4032,2268,Daun Kapuk,239,1,3797,2253
DaunKapuk (225).jpg,4032,2268,Daun Kapuk,848,1,3472,2256
DaunKapuk (226).jpg,4032,2268,Daun Kapuk,1721,1028,2424,1786
DaunKapuk (226).jpg,4032,2268,Daun Kapuk,1755,269,2421,969
DaunKapuk (226).jpg,4032,2268,Daun Kapuk,2479,135,3176,780
DaunKapuk (226).jpg,4032,2268,Daun Kapuk,2745,821,3393,1359
DaunKapuk (226).jpg,4032,2268,Daun Kapuk,2479,1442,3176,2112
DaunKapuk (227).jpg,4032,2268,Daun Kapuk,1872,1155,2383,1549
DaunKapuk (227).jpg,4032,2268,Daun Kapuk,3017,914,3372,1290
DaunKapuk (227).jpg,4032,2268,Daun Kapuk,2669,1483,3169,1973
DaunKapuk (227).jpg,4032,2268,Daun Kapuk,1817,373,2414,883
DaunKapuk (227).jpg,4032,2268,Daun Kapuk,2579,100,3186,704
DaunKapuk (228).jpg,4032,2268,Daun Kapuk,1255,621,1897,1035
DaunKapuk (228).jpg,4032,2268,Daun Kapuk,2003,555,2683,1021
DaunKapuk (228).jpg,4032,2268,Daun Kapuk,2331,1331,2883,1831
DaunKapuk (228).jpg,4032,2268,Daun Kapuk,1590,1586,2203,2084
DaunKapuk (228).jpg,4032,2268,Daun Kapuk,824,1311,1445,1890
DaunKapuk (229).jpg,4032,2268,Daun Kapuk,1121,217,2041,1000
DaunKapuk (229).jpg,4032,2268,Daun Kapuk,2100,338,2855,983
DaunKapuk (229).jpg,4032,2268,Daun Kapuk,2345,1300,3017,1859
DaunKapuk (229).jpg,4032,2268,Daun Kapuk,1579,1442,2217,2136
DaunKapuk (229).jpg,4032,2268,Daun Kapuk,748,1117,1403,1893
DaunKapuk (23).jpg,4032,3024,Daun Kapuk,1370,170,2306,2930
DaunKapuk (23).jpg,4032,3024,Daun Kapuk,2478,382,3314,2826
DaunKapuk (23).jpg,4032,3024,Daun Kapuk,14,1666,838,2702
DaunKapuk (230).jpg,4032,2268,Daun Kapuk,1486,586,2779,1749
DaunKapuk (231).jpg,4032,2268,Daun Kapuk,395,1,4014,2253
DaunKapuk (232).jpg,4032,2268,Daun Kapuk,1386,486,2872,1745
DaunKapuk (233).jpg,4032,2268,Daun Kapuk,290,62,3975,2268
DaunKapuk (234).jpg,4032,2268,Daun Kapuk,1114,438,2959,1804
DaunKapuk (235).jpg,4032,2268,Daun Kapuk,455,4,4032,2251
DaunKapuk (236).jpg,4032,2268,Daun Kapuk,1383,142,3279,2011
DaunKapuk (237).jpg,4032,2268,Daun Kapuk,636,1,4017,2098
DaunKapuk (238).jpg,4032,2268,Daun Kapuk,1386,155,3055,2112
DaunKapuk (239).jpg,4032,2268,Daun Kapuk,852,1,4024,2268
DaunKapuk (24).jpg,4032,3024,Daun Kapuk,162,462,2398,2870
DaunKapuk (24).jpg,4032,3024,Daun Kapuk,2394,770,3814,2590
DaunKapuk (240).jpg,4032,2268,Daun Kapuk,1245,693,2234,1711
DaunKapuk (240).jpg,4032,2268,Daun Kapuk,3169,35,4032,766
DaunKapuk (241).jpg,4032,2268,Daun Kapuk,1210,566,2279,1676
DaunKapuk (241).jpg,4032,2268,Daun Kapuk,3141,49,4032,704
DaunKapuk (242).jpg,4032,2268,Daun Kapuk,1510,811,2062,1314
DaunKapuk (242).jpg,4032,2268,Daun Kapuk,3638,42,4032,444
DaunKapuk (243).jpg,4032,2268,Daun Kapuk,1386,186,3007,2021
DaunKapuk (244).jpg,4032,2268,Daun Kapuk,1783,635,2855,1669
DaunKapuk (245).jpg,4032,2268,Daun Kapuk,1307,73,3076,2081
DaunKapuk (246).jpg,4032,2268,Daun Kapuk,845,124,2824,1897
DaunKapuk (247).jpg,4032,2268,Daun Kapuk,45,1,3557,2268
DaunKapuk (248).jpg,4032,2268,Daun Kapuk,114,1,3588,2268
DaunKapuk (249).jpg,4032,2268,Daun Kapuk,1279,176,2997,2184
DaunKapuk (25).jpg,4032,3024,Daun Kapuk,330,674,2390,2474
DaunKapuk (25).jpg,4032,3024,Daun Kapuk,2430,1018,3530,2054
DaunKapuk (250).jpg,4032,2268,Daun Kapuk,1083,166,2872,2129
DaunKapuk (251).jpg,4032,2268,Daun Kapuk,538,1,4032,2265
DaunKapuk (252).jpg,4032,2268,Daun Kapuk,614,169,3750,2268
DaunKapuk (253).jpg,4032,2268,Daun Kapuk,548,49,2686,2268
DaunKapuk (254).jpg,4032,2268,Daun Kapuk,1097,11,3069,2146
DaunKapuk (255).jpg,4032,2268,Daun Kapuk,1717,1211,2321,1893
DaunKapuk (255).jpg,4032,2268,Daun Kapuk,1834,607,2317,1062
DaunKapuk (255).jpg,4032,2268,Daun Kapuk,2597,217,2952,676
DaunKapuk (255).jpg,4032,2268,Daun Kapuk,2579,807,3093,1324
DaunKapuk (255).jpg,4032,2268,Daun Kapuk,2610,1507,3041,2028
DaunKapuk (256).jpg,4032,2268,Daun Kapuk,1103,286,1762,973
DaunKapuk (256).jpg,4032,2268,Daun Kapuk,2048,273,2890,993
DaunKapuk (256).jpg,4032,2268,Daun Kapuk,2634,1317,3207,1942
DaunKapuk (256).jpg,4032,2268,Daun Kapuk,1700,1404,2479,2024
DaunKapuk (256).jpg,4032,2268,Daun Kapuk,665,1297,1583,1997
DaunKapuk (257).jpg,4032,2268,Daun Kapuk,141,373,1790,1852
DaunKapuk (257).jpg,4032,2268,Daun Kapuk,2041,569,3465,1914
DaunKapuk (258).jpg,4032,2268,Daun Kapuk,565,607,1593,1662
DaunKapuk (258).jpg,4032,2268,Daun Kapuk,2228,655,3372,1693
DaunKapuk (259).jpg,4032,2268,Daun Kapuk,148,304,1824,1876
DaunKapuk (259).jpg,4032,2268,Daun Kapuk,2021,417,3617,1917
DaunKapuk (26).jpg,4032,3024,Daun Kapuk,978,90,4026,2986
DaunKapuk (260).jpg,4032,2268,Daun Kapuk,352,559,1700,1921
DaunKapuk (260).jpg,4032,2268,Daun Kapuk,2138,731,3352,1862
DaunKapuk (261).jpg,4032,2268,Daun Kapuk,503,1180,1448,2181
DaunKapuk (261).jpg,4032,2268,Daun Kapuk,1745,1242,2621,2181
DaunKapuk (261).jpg,4032,2268,Daun Kapuk,2821,1180,3738,2014
DaunKapuk (261).jpg,4032,2268,Daun Kapuk,2086,21,3197,821
DaunKapuk (261).jpg,4032,2268,Daun Kapuk,734,14,1928,804
DaunKapuk (262).jpg,4032,2268,Daun Kapuk,1724,1469,2569,2225
DaunKapuk (262).jpg,4032,2268,Daun Kapuk,2634,1342,3517,2094
DaunKapuk (262).jpg,4032,2268,Daun Kapuk,2017,142,2993,1024
DaunKapuk (262).jpg,4032,2268,Daun Kapuk,841,90,1841,1045
DaunKapuk (262).jpg,4032,2268,Daun Kapuk,583,1362,1472,2263
DaunKapuk (263).jpg,4032,2268,Daun Kapuk,1148,283,2831,2035
DaunKapuk (264).jpg,4032,2268,Daun Kapuk,1269,521,2779,1773
DaunKapuk (265).jpg,4032,2268,Daun Kapuk,1207,380,2924,2024
DaunKapuk (266).jpg,4032,2268,Daun Kapuk,1334,380,2886,1852
DaunKapuk (267).jpg,4032,2268,Daun Kapuk,1269,155,2814,2038
DaunKapuk (268).jpg,4032,2268,Daun Kapuk,1307,183,2803,2056
DaunKapuk (269).jpg,4032,2268,Daun Kapuk,1314,249,2886,2021
DaunKapuk (27).jpg,4032,3024,Daun Kapuk,1178,522,3730,2582
DaunKapuk (270).jpg,4032,2268,Daun Kapuk,1255,97,2883,2112
DaunKapuk (271).jpg,4032,2268,Daun Kapuk,1393,207,2869,2024
DaunKapuk (272).jpg,4032,3024,Daun Kapuk,1118,662,3538,2594
DaunKapuk (273).jpg,4032,3024,Daun Kapuk,990,206,3354,2882
DaunKapuk (274).jpg,4032,3024,Daun Kapuk,1082,134,3550,2766
DaunKapuk (275).jpg,4032,3024,Daun Kapuk,2058,918,3198,2178
DaunKapuk (276).jpg,4032,3024,Daun Kapuk,1482,466,3426,2446
DaunKapuk (277).jpg,4032,3024,Daun Kapuk,1066,210,3522,2866
DaunKapuk (278).jpg,4032,3024,Daun Kapuk,726,1558,1646,2306
DaunKapuk (278).jpg,4032,3024,Daun Kapuk,1646,1634,2410,2434
DaunKapuk (278).jpg,4032,3024,Daun Kapuk,2534,1770,3374,2442
DaunKapuk (278).jpg,4032,3024,Daun Kapuk,2054,370,3054,1222
DaunKapuk (278).jpg,4032,3024,Daun Kapuk,930,190,1926,1090
DaunKapuk (279).jpg,4032,3024,Daun Kapuk,1170,682,1706,1150
DaunKapuk (279).jpg,4032,3024,Daun Kapuk,2278,798,2822,1306
DaunKapuk (279).jpg,4032,3024,Daun Kapuk,2710,2130,3138,2518
DaunKapuk (279).jpg,4032,3024,Daun Kapuk,1754,2154,2234,2534
DaunKapuk (279).jpg,4032,3024,Daun Kapuk,834,1946,1382,2450
DaunKapuk (28).jpg,4032,3024,Daun Kapuk,750,622,2786,2594
DaunKapuk (280).jpg,4032,2268,Daun Kapuk,241,304,1748,1690
DaunKapuk (280).jpg,4032,2268,Daun Kapuk,1931,538,3334,1852
DaunKapuk (281).jpg,4032,2268,Daun Kapuk,2293,1059,3065,1797
DaunKapuk (281).jpg,4032,2268,Daun Kapuk,431,780,1559,1697
DaunKapuk (282).jpg,4032,2268,Daun Kapuk,217,411,1865,1935
DaunKapuk (282).jpg,4032,2268,Daun Kapuk,2114,607,3662,2081
DaunKapuk (283).jpg,4032,2268,Daun Kapuk,1762,1214,2283,1735
DaunKapuk (283).jpg,4032,2268,Daun Kapuk,2631,1121,3324,1652
DaunKapuk (283).jpg,4032,2268,Daun Kapuk,617,876,1528,1673
DaunKapuk (284).jpg,4032,2268,Daun Kapuk,1545,1017,2362,1842
DaunKapuk (284).jpg,4032,2268,Daun Kapuk,190,780,1414,1814
DaunKapuk (284).jpg,4032,2268,Daun Kapuk,2617,931,3738,1952
DaunKapuk (285).jpg,4032,2268,Daun Kapuk,1486,869,2569,1876
DaunKapuk (285).jpg,4032,2268,Daun Kapuk,2772,893,3769,1852
DaunKapuk (285).jpg,4032,2268,Daun Kapuk,286,717,1352,1780
DaunKapuk (286).jpg,4032,2268,Daun Kapuk,1714,1331,2155,1886
DaunKapuk (286).jpg,4032,2268,Daun Kapuk,2490,1480,3172,2136
DaunKapuk (286).jpg,4032,2268,Daun Kapuk,2534,835,3197,1431
DaunKapuk (286).jpg,4032,2268,Daun Kapuk,1655,511,2297,1011
DaunKapuk (286).jpg,4032,2268,Daun Kapuk,2576,117,3200,731
DaunKapuk (287).jpg,4032,2268,Daun Kapuk,1534,1380,1986,1793
DaunKapuk (287).jpg,4032,2268,Daun Kapuk,2400,1528,2976,2035
DaunKapuk (287).jpg,4032,2268,Daun Kapuk,2600,897,3003,1369
DaunKapuk (287).jpg,4032,2268,Daun Kapuk,2500,100,3041,676
DaunKapuk (287).jpg,4032,2268,Daun Kapuk,1524,431,2103,1052
DaunKapuk (288).jpg,4032,2268,Daun Kapuk,1524,573,2759,1880
DaunKapuk (289).jpg,4032,2268,Daun Kapuk,341,17,4032,2261
DaunKapuk (29).jpg,4032,3024,Daun Kapuk,738,614,3874,2578
DaunKapuk (290).jpg,4032,2268,Daun Kapuk,1128,193,2914,2150
DaunKapuk (291).jpg,4032,2268,Daun Kapuk,297,4,4031,2266
DaunKapuk (292).jpg,4032,2268,Daun Kapuk,1352,145,3062,2122
DaunKapuk (293).jpg,4032,2268,Daun Kapuk,883,42,3863,2268
DaunKapuk (294).jpg,4032,2268,Daun Kapuk,1372,300,2976,2000
DaunKapuk (295).jpg,4032,2268,Daun Kapuk,1890,52,3362,1559
DaunKapuk (296).jpg,4032,2268,Daun Kapuk,1403,221,3052,2108
DaunKapuk (297).jpg,4032,2268,Daun Kapuk,579,7,4031,2244
DaunKapuk (298).jpg,4032,2268,Daun Kapuk,897,28,3595,2268
DaunKapuk (299).jpg,4032,2268,Daun Kapuk,1479,221,3059,2112
DaunKapuk (3).jpg,4032,3024,Daun Kapuk,426,1002,3862,2222
DaunKapuk (30).jpg,4032,3024,Daun Kapuk,1398,862,2954,2326
DaunKapuk (300).jpg,4032,2268,Daun Kapuk,1445,266,3069,1886
DaunKapuk (301).jpg,4032,3024,Daun Kapuk,1118,470,3406,2854
DaunKapuk (302).jpg,4032,3024,Daun Kapuk,526,250,3446,2954
DaunKapuk (303).jpg,4032,3024,Daun Kapuk,1058,262,3611,3024
DaunKapuk (304).jpg,4032,3024,Daun Kapuk,706,114,3254,2858
DaunKapuk (305).jpg,4032,3024,Daun Kapuk,682,178,3486,2714
DaunKapuk (306).jpg,4032,3024,Daun Kapuk,614,350,3394,2674
DaunKapuk (307).jpg,4032,3024,Daun Kapuk,806,310,3414,2742
DaunKapuk (308).jpg,4032,3024,Daun Kapuk,854,130,3407,3024
DaunKapuk (309).jpg,4032,3024,Daun Kapuk,1790,958,3318,2606
DaunKapuk (31).jpg,4032,3024,Daun Kapuk,86,1,4032,3024
DaunKapuk (310).jpg,4032,3024,Daun Kapuk,994,234,3138,2810
DaunKapuk (311).jpg,4032,3024,Daun Kapuk,1,1,4032,3024
DaunKapuk (312).jpg,4032,3024,Daun Kapuk,1,1,4032,3024
DaunKapuk (313).jpg,4032,3024,Daun Kapuk,1,174,3886,3024
DaunKapuk (314).jpg,4032,3024,Daun Kapuk,1138,622,3230,2806
DaunKapuk (315).jpg,4032,3024,Daun Kapuk,1774,858,3434,2442
DaunKapuk (316).jpg,4032,3024,Daun Kapuk,606,242,3434,2834
DaunKapuk (317).jpg,4032,3024,Daun Kapuk,1154,114,3414,2950
DaunKapuk (318).jpg,4032,3024,Daun Kapuk,630,42,3290,2562
DaunKapuk (319).jpg,4032,3024,Daun Kapuk,578,118,3366,2686
DaunKapuk (32).jpg,4032,3024,Daun Kapuk,254,1,3132,3024
DaunKapuk (320).jpg,4032,3024,Daun Kapuk,1586,746,3266,2506
DaunKapuk (321).jpg,4032,3024,Daun Kapuk,1510,634,3154,2102
DaunKapuk (322).jpg,4032,3024,Daun Kapuk,1618,794,3174,2066
DaunKapuk (323).jpg,4032,3024,Daun Kapuk,1026,338,3722,2706
DaunKapuk (324).jpg,4032,3024,Daun Kapuk,1202,250,3154,2946
DaunKapuk (325).jpg,4032,3024,Daun Kapuk,1630,750,3206,2642
DaunKapuk (326).jpg,4032,3024,Daun Kapuk,998,326,3234,3014
DaunKapuk (327).jpg,4032,3024,Daun Kapuk,1630,486,3198,2510
DaunKapuk (328).jpg,4032,3024,Daun Kapuk,1326,390,3494,2774
DaunKapuk (329).jpg,4032,3024,Daun Kapuk,1506,474,3022,2234
DaunKapuk (33).jpg,4032,3024,Daun Kapuk,890,150,3158,2866
DaunKapuk (330).jpg,4032,3024,Daun Kapuk,970,454,3178,2714
DaunKapuk (331).jpg,4032,3024,Daun Kapuk,1258,474,3466,2482
DaunKapuk (332).jpg,4032,3024,Daun Kapuk,1774,530,3586,2358
DaunKapuk (333).jpg,319,354,Daun Kapuk,161,159,319,348
DaunKapuk (333).jpg,319,354,Daun Kapuk,4,27,130,230
DaunKapuk (333).jpg,319,354,Daun Kapuk,124,1,298,156
DaunKapuk (334).jpg,261,353,Daun Kapuk,1,27,261,300
DaunKapuk (335).jpg,2000,1500,Daun Kapuk,860,20,1920,1500
DaunKapuk (336).jpg,676,507,Daun Kapuk,5,126,263,324
DaunKapuk (336).jpg,676,507,Daun Singkong,232,47,660,367
DaunKapuk (337).jpg,1024,768,Daun Kapuk,84,46,526,578
DaunKapuk (337).jpg,1024,768,Daun Kapuk,416,62,936,514
DaunKapuk (338).jpg,768,1024,Daun Kapuk,21,413,322,867
DaunKapuk (338).jpg,768,1024,Daun Kapuk,404,54,759,389
DaunKapuk (339).jpg,240,320,Daun Kapuk,84,101,179,209
DaunKapuk (34).jpg,4032,3024,Daun Kapuk,1658,722,3186,2570
DaunKapuk (340).jpg,700,700,Daun Kapuk,182,200,485,606
DaunKapuk (340).jpg,700,700,Daun Kapuk,462,245,700,560
DaunKapuk (340).jpg,700,700,Daun Kapuk,10,214,231,679
DaunKapuk (340).jpg,700,700,Daun Kapuk,1,1,348,266
DaunKapuk (340).jpg,700,700,Daun Kapuk,348,1,567,127
DaunKapuk (341).jpg,4032,3024,Daun Kapuk,1,1,4032,3024
DaunKapuk (342).jpg,4032,2268,Daun Kapuk,1597,962,2424,1766
DaunKapuk (342).jpg,4032,2268,Daun Kapuk,576,845,1545,1704
DaunKapuk (342).jpg,4032,2268,Daun Kapuk,2565,997,3441,1828
DaunKapuk (342).jpg,4032,2268,Daun Kapuk,2018,1,2965,438
DaunKapuk (343).jpg,866,1300,Daun Kapuk,268,324,717,760
DaunKapuk (343).jpg,866,1300,Daun Kapuk,394,1,797,335
DaunKapuk (344).jpg,1024,683,Daun Kapuk,263,180,842,651
DaunKapuk (345).jpg,575,1024,Daun Kapuk,1,78,575,929
DaunKapuk (346).jpg,600,800,Daun Kapuk,1,107,592,773
DaunKapuk (347).jpg,4032,6354,Daun Kapuk,78,114,3928,3890
DaunKapuk (348).jpg,4128,6624,Daun Kapuk,95,88,4077,4361
DaunKapuk (349).jpg,1000,667,Daun Kapuk,358,339,757,624
DaunKapuk (349).jpg,1000,667,Daun Kapuk,303,122,628,357
DaunKapuk (35).jpg,4032,3024,Daun Kapuk,478,190,3734,2554
DaunKapuk (350).jpg,320,240,Daun Kapuk,55,7,309,232
DaunKapuk (351).jpg,320,240,Daun Kapuk,36,11,320,235
DaunKapuk (352).jpg,640,480,Daun Kapuk,113,24,542,403
DaunKapuk (353).jpg,820,548,Daun Kapuk,255,19,773,527
DaunKapuk (354).jpg,820,548,Daun Kapuk,238,86,765,504
DaunKapuk (355).jpg,820,548,Daun Kapuk,343,121,661,491
DaunKapuk (355).jpg,820,548,Daun Kapuk,176,131,383,392
DaunKapuk (356).jpg,640,480,Daun Kapuk,4,209,177,398
DaunKapuk (357).jpg,500,500,Daun Kapuk,16,1,479,490
DaunKapuk (358).jpg,1000,1000,Daun Kapuk,269,277,692,880
DaunKapuk (358).jpg,1000,1000,Daun Kapuk,560,348,1000,790
DaunKapuk (358).jpg,1000,1000,Daun Kapuk,499,1,803,163
DaunKapuk (358).jpg,1000,1000,Daun Kapuk,15,17,403,421
DaunKapuk (358).jpg,1000,1000,Daun Kapuk,15,362,302,956
DaunKapuk (359).jpg,336,348,Daun Kapuk,11,224,141,348
DaunKapuk (359).jpg,336,348,Daun Kapuk,147,214,297,348
DaunKapuk (359).jpg,336,348,Daun Kapuk,36,86,178,222
DaunKapuk (359).jpg,336,348,Daun Kapuk,163,61,282,195
DaunKapuk (36).jpg,4032,3024,Daun Kapuk,62,1,4032,2750
DaunKapuk (360).jpg,478,493,Daun Kapuk,2,5,338,256
DaunKapuk (360).jpg,478,493,Daun Kapuk,164,208,478,488
DaunKapuk (361).jpg,259,194,Daun Kapuk,117,134,190,194
DaunKapuk (361).jpg,259,194,Daun Kapuk,152,65,229,145
DaunKapuk (361).jpg,259,194,Daun Kapuk,142,8,223,71
DaunKapuk (361).jpg,259,194,Daun Kapuk,219,17,259,72
DaunKapuk (361).jpg,259,194,Daun Kapuk,46,79,118,149
DaunKapuk (361).jpg,259,194,Daun Kapuk,122,138,186,194
DaunKapuk (362).jpg,497,450,Daun Kapuk,17,18,475,411
DaunKapuk (363).jpg,443,597,Daun Kapuk,16,13,429,473
DaunKapuk (364).jpg,640,853,Daun Kapuk,56,322,612,853
DaunKapuk (364).jpg,640,853,Daun Kapuk,107,10,460,281
DaunKapuk (364).jpg,640,853,Daun Kapuk,435,16,640,250
DaunKapuk (365).jpg,640,426,Daun Kapuk,421,230,640,392
DaunKapuk (365).jpg,640,426,Daun Kapuk,87,253,306,410
DaunKapuk (365).jpg,640,426,Daun Kapuk,131,140,379,307
DaunKapuk (366).jpg,412,309,Daun Kapuk,96,110,258,241
DaunKapuk (366).jpg,412,309,Daun Kapuk,1,120,104,218
DaunKapuk (366).jpg,412,309,Daun Kapuk,245,90,355,191
DaunKapuk (366).jpg,412,309,Daun Kapuk,186,43,271,114
DaunKapuk (366).jpg,412,309,Daun Kapuk,203,219,297,309
DaunKapuk (366).jpg,412,309,Daun Kapuk,306,2,412,77
DaunKapuk (367).jpg,1280,720,Daun Kapuk,601,302,887,607
DaunKapuk (367).jpg,1280,720,Daun Kapuk,661,552,844,720
DaunKapuk (367).jpg,1280,720,Daun Kapuk,870,173,1094,507
DaunKapuk (367).jpg,1280,720,Daun Kapuk,63,214,242,482
DaunKapuk (367).jpg,1280,720,Daun Kapuk,264,114,443,322
DaunKapuk (367).jpg,1280,720,Daun Kapuk,183,590,382,720
DaunKapuk (367).jpg,1280,720,Daun Kapuk,308,272,494,456
DaunKapuk (368).jpg,600,400,Daun Kapuk,325,38,600,396
DaunKapuk (369).jpg,600,600,Daun Kapuk,122,183,436,458
DaunKapuk (369).jpg,600,600,Daun Kapuk,377,141,600,390
DaunKapuk (37).jpg,4032,3024,Daun Kapuk,1630,794,3322,2722
DaunKapuk (370).jpg,4320,3240,Daun Kapuk,566,105,3870,2876
DaunKapuk (370).jpg,4320,3240,Daun Kapuk,3349,813,4320,2196
DaunKapuk (371).jpg,1920,1080,Daun Kapuk,562,161,1404,731
DaunKapuk (371).jpg,1920,1080,Daun Kapuk,1248,153,1759,703
DaunKapuk (371).jpg,1920,1080,Daun Kapuk,59,313,672,834
DaunKapuk (372).jpg,1920,1080,Daun Kapuk,662,389,1304,840
DaunKapuk (372).jpg,1920,1080,Daun Kapuk,277,405,777,779
DaunKapuk (372).jpg,1920,1080,Daun Kapuk,1143,276,1598,543
DaunKapuk (373).jpg,1802,921,Daun Kapuk,1243,577,1802,915
DaunKapuk (373).jpg,1802,921,Daun Kapuk,525,636,1096,921
DaunKapuk (373).jpg,1802,921,Daun Kapuk,919,298,1267,709
DaunKapuk (373).jpg,1802,921,Daun Kapuk,1291,10,1802,348
DaunKapuk (373).jpg,1802,921,Daun Kapuk,818,1,1164,212
DaunKapuk (374).jpg,1920,1080,Daun Kapuk,843,276,1433,927
DaunKapuk (375).jpg,1920,906,Daun Kapuk,711,163,1504,858
DaunKapuk (375).jpg,1920,906,Daun Kapuk,1500,95,1920,602
DaunKapuk (376).jpg,1600,1200,Daun Kapuk,968,511,1410,864
DaunKapuk (376).jpg,1600,1200,Daun Kapuk,542,286,919,597
DaunKapuk (376).jpg,1600,1200,Daun Kapuk,58,289,487,619
DaunKapuk (376).jpg,1600,1200,Daun Kapuk,319,575,685,823
DaunKapuk (376).jpg,1600,1200,Daun Kapuk,8,1019,393,1200
DaunKapuk (376).jpg,1600,1200,Daun Kapuk,259,28,667,345
DaunKapuk (376).jpg,1600,1200,Daun Kapuk,865,111,1170,337
DaunKapuk (376).jpg,1600,1200,Daun Kapuk,627,595,968,919
DaunKapuk (377).jpg,590,357,Daun Kapuk,317,19,536,157
DaunKapuk (377).jpg,590,357,Daun Kapuk,283,182,461,334
DaunKapuk (378).jpg,1374,871,Daun Kapuk,35,17,1374,866
DaunKapuk (379).jpg,1247,936,Daun Kapuk,171,60,993,795
DaunKapuk (38).jpg,4032,3024,Daun Kapuk,142,6,3954,3006
